,id,item_name,supplier,quantity,cost_per_unit,total_cost,expiry_date,location,stock_status,order_date,delivery_date,delivery_status,days_to_expiry,expiry_status
4466,4466,Shoulder Sanitizers,Pharmaplus,256,326.46,83573.76,19/10/2026,Emergency Storage,Out Of Stock,09/09/2024,09/11/2024,Delivered,600,Valid
4467,4467,Approach Sanitizers,Healthfirst,243,389.2,94575.6,04/01/2028,Emergency Storage,Out Of Stock,26/11/2023,01/04/2024,Delivered,1042,Valid
4468,4468,Since Sanitizers,Unknown,176,74.39,13092.64,15/04/2027,Clinic Branch,Available,20/05/2024,Not Delivered,Pending,778,Valid
4469,4469,Prevent Diagnostic Tools,Medsupplies,34,497.84,16926.56,23/02/2025,Warehouse B,Out Of Stock,29/09/2023,12/01/2024,Delivered,-3,Expired
4470,4470,Almost Medicine,Carewell,158,308.78,48787.24,07/02/2028,Warehouse A,Available,16/07/2022,15/03/2025,Delivered,1076,Valid
4471,4471,Understand Surgical Equipment,Healthfirst,50,146.67,7333.5,18/05/2027,Main Hospital,Out Of Stock,07/02/2024,24/08/2024,Delivered,811,Valid
4472,4472,Right Surgical Equipment,Medsupplies,55,369.86,20342.3,23/08/2026,Main Hospital,Out Of Stock,07/05/2024,Not Delivered,Pending,543,Valid
4473,4473,Analysis Medicine,Carewell,259,323.02,83662.18,27/01/2025,Main Hospital,Out Of Stock,15/07/2023,27/12/2024,Delivered,-30,Expired
4474,4474,Station Surgical Equipment,Medicorp,178,114.34,20352.52,24/05/2025,Warehouse A,Low Stock,01/01/2024,Not Delivered,Pending,87,Valid
4475,4475,Party Medicine,Medicorp,282,450.67,127088.94,29/08/2027,Main Hospital,Out Of Stock,10/02/2025,Not Delivered,Pending,914,Valid
4476,4476,Network Surgical Equipment,Carewell,195,116.33,22684.35,30/08/2027,Warehouse B,Out Of Stock,14/04/2024,14/12/2024,Delivered,915,Valid
4477,4477,Decision Surgical Equipment,Medsupplies,143,476.07,68078.01,06/02/2027,Emergency Storage,Low Stock,25/05/2023,16/08/2023,Delivered,710,Valid
4478,4478,Toward Diagnostic Tools,Medsupplies,107,30.41,3253.87,28/07/2026,Warehouse B,Low Stock,09/06/2024,17/03/2025,Delivered,517,Valid
4479,4479,Public Personal Protective Equipment,Medsupplies,21,197.51,4147.71,29/12/2026,Main Hospital,Low Stock,23/01/2024,16/12/2024,Delivered,671,Valid
4480,4480,Six Surgical Equipment,Carewell,62,192.11,11910.82,28/03/2024,Main Hospital,Available,06/11/2022,27/03/2023,Delivered,-335,Expired
4481,4481,News Surgical Equipment,Medicorp,117,80.67,9438.39,31/12/2099,Warehouse A,Out Of Stock,10/10/2022,04/09/2023,Delivered,27336,Valid
4482,4482,Doctor Personal Protective Equipment,Pharmaplus,0,450.78,0,17/09/2025,Clinic Branch,Out Of Stock,02/07/2022,20/11/2022,Delivered,203,Valid
4483,4483,Concern Personal Protective Equipment,Carewell,187,240.29,44934.23,25/08/2024,Emergency Storage,Low Stock,27/08/2024,16/12/2024,Delivered,-185,Expired
4484,4484,No Surgical Equipment,Medicorp,129,477.32,61574.28,16/09/2026,Clinic Branch,Available,01/03/2024,11/09/2024,Delivered,567,Valid
4485,4485,Take Medicine,Healthfirst,55,417.76,22976.8,02/03/2025,Main Hospital,Low Stock,19/11/2023,17/12/2023,Delivered,4,Valid
4486,4486,Name Sanitizers,Healthfirst,66,416.19,27468.54,31/01/2026,Warehouse B,Available,05/02/2024,30/03/2024,Delivered,339,Valid
4487,4487,Detail Diagnostic Tools,Medicorp,176,383.15,67434.4,18/05/2027,Warehouse A,Out Of Stock,11/07/2023,Not Delivered,Pending,811,Valid
4488,4488,Pressure Surgical Equipment,Healthfirst,265,328.79,87129.35,03/02/2027,Emergency Storage,Low Stock,02/11/2022,27/03/2024,Delivered,707,Valid
4489,4489,Budget Sanitizers,Medsupplies,191,433.9,82874.9,12/04/2025,Emergency Storage,Available,16/03/2024,13/02/2025,Delivered,45,Valid
4490,4490,Science Medicine,Healthfirst,41,58.67,2405.47,25/11/2026,Emergency Storage,Low Stock,29/08/2024,30/12/2024,Delivered,637,Valid
4491,4491,Marriage Surgical Equipment,Pharmaplus,59,361.42,21323.78,05/09/2027,Emergency Storage,Out Of Stock,24/10/2024,12/03/2025,Delivered,921,Valid
4492,4492,Newspaper Medicine,Carewell,11,145.26,1597.86,19/01/2025,Warehouse B,Available,17/05/2024,14/02/2025,Delivered,-38,Expired
4493,4493,Firm Medicine,Medsupplies,224,415.74,93125.76,05/12/2025,Emergency Storage,Available,27/02/2022,24/04/2022,Delivered,282,Valid
4494,4494,Have Medicine,Medsupplies,84,156.02,13105.68,07/07/2024,Main Hospital,Out Of Stock,18/10/2024,18/03/2025,Delivered,-234,Expired
4495,4495,More Diagnostic Tools,Medicorp,89,255.83,22768.87,01/05/2025,Warehouse B,Low Stock,26/07/2023,21/03/2024,Delivered,64,Valid
4496,4496,Allow Sanitizers,Medicorp,242,312.96,75736.32,29/05/2027,Warehouse A,Out Of Stock,23/05/2023,01/10/2024,Delivered,822,Valid
4497,4497,While Personal Protective Equipment,Healthfirst,278,310.02,86185.56,30/07/2025,Warehouse B,Available,27/01/2025,11/02/2025,Delivered,154,Valid
4498,4498,Line Diagnostic Tools,Carewell,139,27.37,3804.43,24/05/2026,Warehouse B,Available,30/03/2023,02/11/2024,Delivered,452,Valid
4499,4499,However Sanitizers,Healthfirst,286,289.68,82848.48,11/05/2025,Warehouse B,Low Stock,04/06/2022,29/11/2023,Delivered,74,Valid
4500,4500,Truth Medicine,Healthfirst,235,120.13,28230.55,17/09/2025,Warehouse A,Low Stock,09/08/2024,09/03/2025,Delivered,203,Valid
4501,4501,Chair Medicine,Unknown,293,251.04,73554.72,17/09/2027,Warehouse B,Low Stock,26/01/2024,01/12/2024,Delivered,933,Valid
4502,4502,Picture Sanitizers,Medsupplies,91,145.95,13281.45,20/12/2025,Clinic Branch,Out Of Stock,04/11/2022,12/02/2024,Delivered,297,Valid
4503,4503,Meet Diagnostic Tools,Carewell,236,379.23,89498.28,17/08/2025,Clinic Branch,Low Stock,14/12/2024,24/01/2025,Delivered,172,Valid
4504,4504,Name Diagnostic Tools,Pharmaplus,246,169.18,41618.28,31/12/2099,Warehouse A,Available,04/02/2024,20/10/2024,Delivered,27336,Valid
4505,4505,Friend Personal Protective Equipment,Pharmaplus,250,390.78,97695,26/03/2026,Warehouse A,Low Stock,16/07/2023,28/03/2024,Delivered,393,Valid
4506,4506,Down Diagnostic Tools,Healthfirst,70,226.93,15885.1,23/05/2025,Warehouse A,Low Stock,12/09/2024,26/09/2024,Delivered,86,Valid
4507,4507,Foot Personal Protective Equipment,Medicorp,238,47.84,11385.92,09/06/2027,Emergency Storage,Available,21/11/2024,09/01/2025,Delivered,833,Valid
4508,4508,Style Medicine,Pharmaplus,18,442.03,7956.54,28/02/2026,Clinic Branch,Available,15/03/2023,18/02/2024,Delivered,367,Valid
4509,4509,General Surgical Equipment,Healthfirst,215,281.37,60494.55,05/11/2025,Emergency Storage,Low Stock,19/05/2024,26/05/2024,Delivered,252,Valid
4510,4510,Recently Personal Protective Equipment,Medsupplies,278,24.07,6691.46,01/09/2024,Main Hospital,Low Stock,28/02/2023,09/09/2024,Delivered,-178,Expired
4511,4511,Part Sanitizers,Carewell,272,382.53,104048.16,19/02/2027,Warehouse B,Low Stock,07/01/2025,13/01/2025,Delivered,723,Valid
4512,4512,Some Surgical Equipment,Pharmaplus,32,137.96,4414.72,26/11/2025,Emergency Storage,Out Of Stock,09/03/2023,Not Delivered,Pending,273,Valid
4513,4513,Other Sanitizers,Pharmaplus,294,252.48,74229.12,24/11/2026,Main Hospital,Out Of Stock,30/07/2023,27/12/2024,Delivered,636,Valid
4514,4514,Coach Personal Protective Equipment,Pharmaplus,98,413.84,40556.32,05/01/2028,Emergency Storage,Out Of Stock,31/01/2023,19/09/2024,Delivered,1043,Valid
4515,4515,Subject Medicine,Pharmaplus,216,480.56,103800.96,19/08/2027,Clinic Branch,Low Stock,02/12/2024,23/12/2024,Delivered,904,Valid
4516,4516,Hotel Diagnostic Tools,Healthfirst,115,387.75,44591.25,15/07/2027,Warehouse B,Available,05/01/2024,24/09/2024,Delivered,869,Valid
4517,4517,Run Surgical Equipment,Medicorp,0,301.82,0,31/03/2027,Warehouse B,Available,20/02/2023,18/09/2024,Delivered,763,Valid
4518,4518,Explain Medicine,Medicorp,155,298.05,46197.75,07/04/2027,Warehouse A,Low Stock,16/06/2023,15/11/2024,Delivered,770,Valid
4519,4519,Begin Personal Protective Equipment,Pharmaplus,154,42.17,6494.18,14/04/2025,Clinic Branch,Out Of Stock,13/02/2023,22/12/2023,Delivered,47,Valid
4520,4520,Table Sanitizers,Carewell,50,27.9,1395,22/07/2027,Main Hospital,Out Of Stock,20/11/2023,15/06/2024,Delivered,876,Valid
4521,4521,Million Diagnostic Tools,Pharmaplus,78,35.75,2788.5,17/11/2025,Clinic Branch,Out Of Stock,19/06/2024,15/02/2025,Delivered,264,Valid
4522,4522,Write Medicine,Carewell,49,408.03,19993.47,22/07/2024,Warehouse A,Available,06/07/2024,29/10/2024,Delivered,-219,Expired
4523,4523,Low Diagnostic Tools,Carewell,106,63.42,6722.52,31/12/2099,Warehouse B,Out Of Stock,21/02/2023,28/05/2023,Delivered,27336,Valid
4524,4524,Example Sanitizers,Healthfirst,130,58.18,7563.4,20/05/2027,Warehouse A,Available,03/06/2024,09/08/2024,Delivered,813,Valid
4525,4525,Study Sanitizers,Medsupplies,23,330.94,7611.62,31/12/2099,Clinic Branch,Available,24/11/2024,16/01/2025,Delivered,27336,Valid
4526,4526,Trip Sanitizers,Medsupplies,102,404.28,41236.56,17/09/2025,Warehouse A,Out Of Stock,27/05/2022,18/02/2024,Delivered,203,Valid
4527,4527,Use Medicine,Medsupplies,13,251.12,3264.56,12/04/2026,Main Hospital,Available,14/02/2023,08/07/2023,Delivered,410,Valid
4528,4528,Agreement Medicine,Medsupplies,43,194.83,8377.69,22/07/2025,Emergency Storage,Low Stock,12/02/2025,Not Delivered,Pending,146,Valid
4529,4529,Want Sanitizers,Pharmaplus,20,351.17,7023.4,18/02/2025,Clinic Branch,Available,25/09/2024,07/11/2024,Delivered,-8,Expired
4530,4530,Participant Diagnostic Tools,Medicorp,243,42.3,10278.9,24/06/2025,Warehouse B,Out Of Stock,09/07/2022,09/02/2023,Delivered,118,Valid
4531,4531,Manage Diagnostic Tools,Pharmaplus,243,80.31,19515.33,31/12/2099,Main Hospital,Available,05/12/2023,22/10/2024,Delivered,27336,Valid
4532,4532,Owner Surgical Equipment,Healthfirst,281,130.79,36751.99,26/03/2024,Warehouse A,Available,15/08/2023,25/10/2023,Delivered,-337,Expired
4533,4533,Win Surgical Equipment,Carewell,89,92.41,8224.49,13/04/2026,Warehouse B,Available,10/09/2023,Not Delivered,Pending,411,Valid
4534,4534,Difficult Sanitizers,Healthfirst,196,309.31,60624.76,05/09/2025,Emergency Storage,Available,14/07/2023,Not Delivered,Pending,191,Valid
4535,4535,Style Diagnostic Tools,Medicorp,27,162.64,4391.28,03/09/2027,Warehouse B,Low Stock,15/08/2024,04/02/2025,Delivered,919,Valid
4536,4536,Return Personal Protective Equipment,Carewell,263,241.46,63503.98,29/09/2024,Emergency Storage,Available,22/09/2022,15/04/2023,Delivered,-150,Expired
4537,4537,Shoulder Surgical Equipment,Pharmaplus,88,112.02,9857.76,07/07/2024,Main Hospital,Available,05/08/2022,11/09/2022,Delivered,-234,Expired
4538,4538,Ago Sanitizers,Unknown,295,62.36,18396.2,21/08/2026,Clinic Branch,Out Of Stock,12/04/2023,Not Delivered,Pending,541,Valid
4539,4539,Case Sanitizers,Pharmaplus,193,479.35,92514.55,24/01/2028,Emergency Storage,Available,29/10/2024,07/12/2024,Delivered,1062,Valid
4540,4540,Camera Surgical Equipment,Medsupplies,34,189.58,6445.72,15/04/2027,Emergency Storage,Available,10/11/2024,17/03/2025,Delivered,778,Valid
4541,4541,They Surgical Equipment,Medsupplies,116,292.64,33946.24,23/01/2027,Clinic Branch,Out Of Stock,19/03/2024,20/12/2024,Delivered,696,Valid
4542,4542,As Surgical Equipment,Carewell,77,228.13,17566.01,13/08/2024,Warehouse A,Low Stock,26/12/2023,22/09/2024,Delivered,-197,Expired
4543,4543,Fire Surgical Equipment,Pharmaplus,280,134.61,37690.8,24/09/2026,Clinic Branch,Low Stock,14/02/2024,14/01/2025,Delivered,575,Valid
4544,4544,Situation Diagnostic Tools,Medicorp,296,221.19,65472.24,08/08/2024,Clinic Branch,Low Stock,21/07/2022,05/08/2024,Delivered,-202,Expired
4545,4545,Pay Surgical Equipment,Pharmaplus,21,144.37,3031.77,29/01/2027,Warehouse B,Available,07/11/2023,16/06/2024,Delivered,702,Valid
4546,4546,Short Surgical Equipment,Carewell,49,466.23,22845.27,22/07/2026,Clinic Branch,Low Stock,11/06/2022,17/11/2022,Delivered,511,Valid
4547,4547,Push Medicine,Medicorp,161,137.55,22145.55,10/09/2025,Clinic Branch,Available,23/06/2024,10/09/2024,Delivered,196,Valid
4548,4548,At Surgical Equipment,Medicorp,165,164.04,27066.6,25/04/2026,Clinic Branch,Low Stock,22/05/2022,18/12/2023,Delivered,423,Valid
4549,4549,Story Medicine,Medsupplies,47,311.24,14628.28,20/11/2025,Warehouse A,Out Of Stock,13/01/2025,26/01/2025,Delivered,267,Valid
4550,4550,Woman Sanitizers,Pharmaplus,15,259.13,3886.95,05/01/2026,Warehouse B,Low Stock,26/11/2023,29/08/2024,Delivered,313,Valid
4551,4551,System Sanitizers,Healthfirst,218,250.91,54698.38,02/02/2027,Emergency Storage,Low Stock,14/09/2022,19/08/2023,Delivered,706,Valid
4552,4552,Control Surgical Equipment,Healthfirst,234,468.48,109624.32,16/03/2025,Warehouse B,Low Stock,21/11/2022,10/01/2023,Delivered,18,Valid
4553,4553,Assume Surgical Equipment,Pharmaplus,156,285.64,44559.84,02/03/2025,Clinic Branch,Available,23/09/2024,Not Delivered,Pending,4,Valid
4554,4554,Cause Diagnostic Tools,Medsupplies,138,268.72,37083.36,02/03/2025,Main Hospital,Available,02/05/2024,20/09/2024,Delivered,4,Valid
4555,4555,Career Surgical Equipment,Medicorp,245,397.76,97451.2,18/10/2024,Warehouse A,Available,01/09/2024,25/01/2025,Delivered,-131,Expired
4556,4556,Scientist Diagnostic Tools,Healthfirst,40,267.65,10706,27/08/2025,Main Hospital,Low Stock,29/11/2022,Not Delivered,Pending,182,Valid
4557,4557,I Surgical Equipment,Medsupplies,238,128.11,30490.18,30/05/2026,Warehouse A,Available,27/01/2025,12/03/2025,Delivered,458,Valid
4558,4558,About Personal Protective Equipment,Healthfirst,112,211.51,23689.12,10/01/2025,Warehouse A,Low Stock,15/02/2024,30/08/2024,Delivered,-47,Expired
4559,4559,Dream Surgical Equipment,Medicorp,248,406.73,100869.04,19/12/2024,Main Hospital,Available,11/07/2024,11/02/2025,Delivered,-69,Expired
4560,4560,Way Medicine,Medsupplies,228,405.95,92556.6,26/07/2027,Main Hospital,Out Of Stock,09/07/2022,03/06/2024,Delivered,880,Valid
4561,4561,Above Surgical Equipment,Medicorp,190,332.2,63118,26/05/2026,Emergency Storage,Available,04/03/2022,15/05/2023,Delivered,454,Valid
4562,4562,Two Medicine,Pharmaplus,103,16.76,1726.28,14/03/2024,Warehouse A,Available,20/03/2022,09/02/2024,Delivered,-349,Expired
4563,4563,Organization Diagnostic Tools,Pharmaplus,30,176.43,5292.9,09/09/2027,Clinic Branch,Out Of Stock,13/09/2024,23/10/2024,Delivered,925,Valid
4564,4564,Quality Surgical Equipment,Healthfirst,82,369.58,30305.56,22/03/2024,Warehouse B,Available,24/04/2024,07/09/2024,Delivered,-341,Expired
4565,4565,End Sanitizers,Medicorp,103,278.68,28704.04,05/11/2025,Warehouse B,Out Of Stock,30/01/2023,Not Delivered,Pending,252,Valid
4566,4566,Adult Surgical Equipment,Medicorp,211,340.43,71830.73,03/10/2025,Clinic Branch,Out Of Stock,18/08/2022,Not Delivered,Pending,219,Valid
4567,4567,Often Diagnostic Tools,Medsupplies,190,362.99,68968.1,16/12/2027,Main Hospital,Out Of Stock,26/03/2023,14/11/2023,Delivered,1023,Valid
4568,4568,Realize Diagnostic Tools,Carewell,106,477.54,50619.24,04/08/2025,Main Hospital,Available,11/02/2023,01/01/2025,Delivered,159,Valid
4569,4569,Action Sanitizers,Medsupplies,18,346.57,6238.26,21/05/2026,Main Hospital,Low Stock,15/02/2023,01/11/2023,Delivered,449,Valid
4570,4570,Worry Personal Protective Equipment,Medicorp,249,245.98,61249.02,15/02/2028,Main Hospital,Available,17/08/2023,22/09/2024,Delivered,1084,Valid
4571,4571,Necessary Sanitizers,Medicorp,187,110.73,20706.51,28/03/2027,Warehouse A,Low Stock,16/04/2024,17/06/2024,Delivered,760,Valid
4572,4572,Hair Sanitizers,Medicorp,107,212.56,22743.92,12/08/2024,Main Hospital,Low Stock,27/04/2022,05/04/2024,Delivered,-198,Expired
4573,4573,Lead Surgical Equipment,Pharmaplus,188,67.72,12731.36,05/08/2027,Warehouse B,Available,14/01/2025,12/03/2025,Delivered,890,Valid
4574,4574,Chair Medicine,Medicorp,261,165.73,43255.53,07/12/2024,Emergency Storage,Out Of Stock,04/12/2024,21/01/2025,Delivered,-81,Expired
4575,4575,Whether Medicine,Medicorp,266,267.47,71147.02,17/01/2026,Clinic Branch,Out Of Stock,09/03/2022,06/08/2022,Delivered,325,Valid
4576,4576,Which Surgical Equipment,Medsupplies,10,403.95,4039.5,08/07/2026,Clinic Branch,Out Of Stock,23/09/2023,Not Delivered,Pending,497,Valid
4577,4577,Star Personal Protective Equipment,Carewell,270,163.34,44101.8,04/06/2027,Warehouse A,Low Stock,08/06/2023,22/07/2024,Delivered,828,Valid
4578,4578,Finish Sanitizers,Medicorp,284,41.62,11820.08,26/07/2027,Warehouse A,Available,21/09/2024,25/10/2024,Delivered,880,Valid
4579,4579,Treat Medicine,Carewell,222,371.2,82406.4,25/05/2024,Clinic Branch,Out Of Stock,10/01/2025,02/02/2025,Delivered,-277,Expired
4580,4580,About Personal Protective Equipment,Medsupplies,265,448.98,118979.7,14/04/2026,Emergency Storage,Out Of Stock,03/12/2024,05/03/2025,Delivered,412,Valid
4581,4581,Drug Diagnostic Tools,Medicorp,129,405.84,52353.36,19/03/2026,Warehouse B,Available,24/12/2024,02/01/2025,Delivered,386,Valid
4582,4582,Fact Surgical Equipment,Carewell,99,262.77,26014.23,21/02/2027,Warehouse A,Out Of Stock,11/07/2024,04/02/2025,Delivered,725,Valid
4583,4583,Able Diagnostic Tools,Healthfirst,146,249.55,36434.3,14/12/2026,Clinic Branch,Out Of Stock,01/04/2024,Not Delivered,Pending,656,Valid
4584,4584,Maybe Personal Protective Equipment,Healthfirst,153,369.74,56570.22,01/07/2026,Clinic Branch,Low Stock,04/09/2022,09/09/2022,Delivered,490,Valid
4585,4585,Month Medicine,Medicorp,284,153.61,43625.24,07/04/2026,Main Hospital,Available,25/09/2023,14/02/2025,Delivered,405,Valid
4586,4586,Know Medicine,Pharmaplus,208,24.15,5023.2,22/09/2027,Main Hospital,Out Of Stock,25/03/2024,Not Delivered,Pending,938,Valid
4587,4587,Item Medicine,Pharmaplus,212,486.95,103233.4,23/12/2025,Warehouse B,Available,06/08/2024,Not Delivered,Pending,300,Valid
4588,4588,Close Sanitizers,Medsupplies,239,360.5,86159.5,20/10/2027,Main Hospital,Available,20/10/2023,17/07/2024,Delivered,966,Valid
4589,4589,Guess Personal Protective Equipment,Pharmaplus,146,213.65,31192.9,31/12/2099,Main Hospital,Low Stock,10/08/2024,25/10/2024,Delivered,27336,Valid
4590,4590,Memory Surgical Equipment,Pharmaplus,40,296.28,11851.2,07/03/2025,Warehouse A,Out Of Stock,21/11/2023,01/04/2024,Delivered,9,Valid
4591,4591,Control Personal Protective Equipment,Medsupplies,77,307.33,23664.41,02/06/2027,Warehouse B,Low Stock,26/01/2023,22/03/2024,Delivered,826,Valid
4592,4592,Development Sanitizers,Pharmaplus,9,208.41,1875.69,28/06/2024,Warehouse B,Out Of Stock,15/06/2022,02/02/2024,Delivered,-243,Expired
4593,4593,Within Diagnostic Tools,Pharmaplus,22,176.94,3892.68,25/02/2025,Warehouse B,Low Stock,03/09/2023,23/11/2024,Delivered,-1,Expired
4594,4594,Development Medicine,Carewell,42,372.89,15661.38,04/03/2027,Emergency Storage,Low Stock,20/09/2023,19/10/2024,Delivered,736,Valid
4595,4595,No Sanitizers,Healthfirst,162,301.64,48865.68,26/10/2026,Warehouse A,Out Of Stock,18/08/2022,25/01/2023,Delivered,607,Valid
4596,4596,Fill Surgical Equipment,Medsupplies,123,267.31,32879.13,15/02/2028,Clinic Branch,Available,11/05/2024,24/02/2025,Delivered,1084,Valid
4597,4597,Account Personal Protective Equipment,Medicorp,184,17.21,3166.64,28/11/2024,Warehouse A,Low Stock,31/03/2022,13/06/2022,Delivered,-90,Expired
4598,4598,Theory Surgical Equipment,Healthfirst,15,36.27,544.05,09/08/2026,Clinic Branch,Out Of Stock,12/10/2024,21/03/2025,Delivered,529,Valid
4599,4599,Also Diagnostic Tools,Healthfirst,222,250.36,55579.92,27/12/2026,Warehouse A,Low Stock,19/02/2024,27/02/2024,Delivered,669,Valid
4600,4600,Arm Sanitizers,Medicorp,96,175.19,16818.24,07/11/2027,Warehouse B,Available,26/01/2025,Not Delivered,Pending,984,Valid
4601,4601,Behavior Personal Protective Equipment,Pharmaplus,63,213.5,13450.5,27/01/2026,Warehouse A,Available,07/03/2024,05/01/2025,Delivered,335,Valid
4602,4602,Campaign Medicine,Healthfirst,203,273.25,55469.75,09/07/2025,Warehouse B,Low Stock,05/04/2023,04/01/2024,Delivered,133,Valid
4603,4603,Truth Medicine,Medicorp,267,75.98,20286.66,18/07/2025,Emergency Storage,Available,01/02/2024,17/03/2024,Delivered,142,Valid
4604,4604,Certain Surgical Equipment,Medicorp,13,136.28,1771.64,18/08/2026,Clinic Branch,Out Of Stock,09/09/2024,28/02/2025,Delivered,538,Valid
4605,4605,Year Medicine,Pharmaplus,66,266.9,17615.4,06/08/2024,Emergency Storage,Available,08/09/2022,15/12/2023,Delivered,-204,Expired
4606,4606,Push Diagnostic Tools,Unknown,96,164.37,15779.52,24/02/2025,Warehouse B,Out Of Stock,02/05/2022,24/06/2022,Delivered,-2,Expired
4607,4607,Assume Diagnostic Tools,Pharmaplus,78,248.16,19356.48,05/12/2026,Warehouse A,Available,22/07/2022,Not Delivered,Pending,647,Valid
4608,4608,Analysis Sanitizers,Medsupplies,57,282.57,16106.49,01/12/2027,Emergency Storage,Out Of Stock,08/07/2022,01/12/2024,Delivered,1008,Valid
4609,4609,Out Personal Protective Equipment,Medicorp,194,251.37,48765.78,21/09/2027,Main Hospital,Low Stock,09/01/2024,22/08/2024,Delivered,937,Valid
4610,4610,Structure Sanitizers,Medicorp,260,255.83,66515.8,25/02/2027,Emergency Storage,Low Stock,29/10/2022,06/01/2025,Delivered,729,Valid
4611,4611,Thank Sanitizers,Healthfirst,246,239.74,58976.04,23/05/2027,Main Hospital,Available,03/05/2022,04/07/2022,Delivered,816,Valid
4612,4612,Environment Surgical Equipment,Carewell,213,167.52,35681.76,12/04/2026,Clinic Branch,Available,06/02/2025,12/03/2025,Delivered,410,Valid
4613,4613,Door Surgical Equipment,Pharmaplus,83,131.43,10908.69,15/05/2027,Emergency Storage,Low Stock,14/01/2024,17/05/2024,Delivered,808,Valid
4614,4614,May Diagnostic Tools,Carewell,276,352.02,97157.52,28/12/2025,Clinic Branch,Out Of Stock,26/03/2024,29/04/2024,Delivered,305,Valid
4615,4615,Author Diagnostic Tools,Carewell,110,388.86,42774.6,04/02/2025,Warehouse A,Available,03/01/2024,14/01/2025,Delivered,-22,Expired
4616,4616,Receive Diagnostic Tools,Pharmaplus,211,229.38,48399.18,19/10/2027,Warehouse B,Out Of Stock,03/03/2023,12/01/2025,Delivered,965,Valid
4617,4617,Brother Medicine,Medsupplies,290,403.71,117075.9,13/01/2028,Clinic Branch,Available,10/01/2024,13/02/2024,Delivered,1051,Valid
4618,4618,Analysis Diagnostic Tools,Carewell,163,116.11,18925.93,17/07/2026,Emergency Storage,Available,16/09/2024,Not Delivered,Pending,506,Valid
4619,4619,Want Diagnostic Tools,Medicorp,62,219.89,13633.18,19/10/2026,Clinic Branch,Low Stock,26/11/2023,28/10/2024,Delivered,600,Valid
4620,4620,Dark Diagnostic Tools,Healthfirst,253,118.53,29988.09,24/02/2024,Main Hospital,Available,18/03/2024,11/02/2025,Delivered,-368,Expired
4621,4621,Message Medicine,Medicorp,23,427.23,9826.29,26/09/2026,Emergency Storage,Out Of Stock,06/07/2023,24/12/2024,Delivered,577,Valid
4622,4622,Customer Sanitizers,Healthfirst,85,453.71,38565.35,22/02/2025,Warehouse B,Low Stock,02/10/2022,25/03/2024,Delivered,-4,Expired
4623,4623,Surface Medicine,Medsupplies,107,315.91,33802.37,07/07/2025,Emergency Storage,Available,01/05/2022,09/10/2022,Delivered,131,Valid
4624,4624,Threat Medicine,Medicorp,257,381.53,98053.21,09/12/2024,Clinic Branch,Low Stock,29/11/2024,18/03/2025,Delivered,-79,Expired
4625,4625,Weight Sanitizers,Pharmaplus,18,102.96,1853.28,21/06/2026,Warehouse B,Available,03/05/2023,27/09/2023,Delivered,480,Valid
4626,4626,Stay Personal Protective Equipment,Medicorp,66,269.44,17783.04,04/05/2025,Warehouse A,Low Stock,01/10/2024,06/02/2025,Delivered,67,Valid
4627,4627,Certain Medicine,Medsupplies,212,287.85,61024.2,11/07/2025,Main Hospital,Out Of Stock,27/12/2023,24/05/2024,Delivered,135,Valid
4628,4628,Particularly Personal Protective Equipment,Pharmaplus,212,290.3,61543.6,03/12/2025,Warehouse B,Out Of Stock,09/10/2022,12/10/2022,Delivered,280,Valid
4629,4629,Culture Diagnostic Tools,Medicorp,59,10.66,628.94,08/05/2025,Emergency Storage,Low Stock,13/07/2024,03/09/2024,Delivered,71,Valid
4630,4630,Interesting Sanitizers,Healthfirst,117,331.76,38815.92,20/10/2027,Main Hospital,Low Stock,09/08/2022,01/02/2023,Delivered,966,Valid
4631,4631,Better Medicine,Unknown,80,302.42,24193.6,07/10/2027,Clinic Branch,Available,22/09/2022,03/01/2025,Delivered,953,Valid
4632,4632,Realize Diagnostic Tools,Healthfirst,267,405.14,108172.38,02/04/2026,Main Hospital,Available,08/12/2024,20/02/2025,Delivered,400,Valid
4633,4633,Particularly Medicine,Medicorp,95,497.64,47275.8,04/06/2026,Main Hospital,Available,17/05/2023,10/02/2025,Delivered,463,Valid
4634,4634,Street Diagnostic Tools,Carewell,76,489.01,37164.76,14/09/2024,Warehouse A,Out Of Stock,27/01/2025,11/03/2025,Delivered,-165,Expired
4635,4635,Set Diagnostic Tools,Pharmaplus,196,113.7,22285.2,31/12/2026,Main Hospital,Out Of Stock,30/09/2023,30/05/2024,Delivered,673,Valid
4636,4636,Perhaps Personal Protective Equipment,Medicorp,38,72.23,2744.74,03/05/2026,Clinic Branch,Available,08/08/2024,27/12/2024,Delivered,431,Valid
4637,4637,Study Personal Protective Equipment,Pharmaplus,181,96.64,17491.84,25/11/2027,Clinic Branch,Low Stock,31/07/2023,11/06/2024,Delivered,1002,Valid
4638,4638,Sure Personal Protective Equipment,Medicorp,13,158.72,2063.36,28/10/2026,Warehouse A,Low Stock,07/09/2024,22/11/2024,Delivered,609,Valid
4639,4639,Read Sanitizers,Medicorp,269,44.57,11989.33,17/04/2026,Clinic Branch,Available,12/02/2023,Not Delivered,Pending,415,Valid
4640,4640,Surface Surgical Equipment,Medsupplies,255,31.05,7917.75,18/12/2027,Emergency Storage,Available,18/11/2023,10/09/2024,Delivered,1025,Valid
